District,Beds,Nursing_Center,Pop,GDP,GDPpc,Province,Year,Lagged_Beds,Poorer
Linzhi County,0.02,3,4.2,38.5,91666.66667,Tibet,2012,0.03,1
Zha'nang County,0.01,8,3.96,3.6,9090.909091,Tibet,2012,0.01,1
Jiangzi County,0.02,3,6.84,16.5,24122.80702,Tibet,2012,0.02,1
Longzi County,0.01,1,3.61,5,13850.41551,Tibet,2012,0.01,1
Xigaze City,0.01,2,11.26,41.85,37166.9627,Tibet,2012,0.01,1
Naidong County,0.01,9,6.22,28.3,45498.39228,Tibet,2012,0.01,1
Linzhou County,0.01,3,6.21,6.5,10466.98873,Tibet,2012,0.01,1
Duilongdeqing County,0.01,28,4.84,15.8,32644.6281,Tibet,2012,0.01,1
Qushui County,0.01,4,3.49,6.7,19197.70774,Tibet,2012,0.01,1
Mozhugongka County,0.01,3,4.93,14.4,29208.92495,Tibet,2012,0.01,1
Dingqing County,0.01,,7.74,5.8,7493.540052,Tibet,2012,0.01,1
Gongjue County,0.01,,4.93,4.3,8722.109533,Tibet,2012,0.01,1
Naqu County,0.01,,11.4,10.4,9122.807018,Tibet,2012,0.01,1
Ge'er County,0.02,,1.69,1.8,10650.88757,Tibet,2012,0.03,1
Geji County,0.01,,1.67,1.9,11377.24551,Tibet,2012,0.01,1
Jiangda County,0.01,,9.8,12.3,12551.02041,Tibet,2012,0.01,1
Gaize County,0.01,,2.29,2.9,12663.75546,Tibet,2012,0.01,1
Jiali County,0.01,,3.37,4.6,13649.85163,Tibet,2012,0.01,1
Anduo County,0.01,,4.04,5.6,13861.38614,Tibet,2012,0.01,1
Nielamu County,0.01,,1.87,3.8,20320.85561,Tibet,2012,0.01,1
Motuo County,0.01,,1.17,2.7,23076.92308,Tibet,2012,0.01,1
Changdu County,0.02,,10.9,27.3,25045.87156,Tibet,2012,0.02,1
Fengqing County,0.08,1,43.88,74.44,16964.4485,Yunnan,2012,0.07,1
Weixi Lisu Autonomous County,0.03,1,15.41,26.57,17242.05062,Yunnan,2012,0.02,1
Yongshan County,0.15,3,46.3,40,8639.308855,Yunnan,2012,0.12,1
Maguan County,0.08,3,37.3,51.37,13772.11796,Yunnan,2012,0.07,1
Lanping Bai and Pumi Autonomous County,0.06,1,21.26,30.59,14388.52305,Yunnan,2012,0.06,1
Fuyuan County,0.16,12,79.46,147.17,18521.26856,Yunnan,2012,0.16,1
Mengla County,0.12,2,22.95,55.01,23969.49891,Yunnan,2012,0.13,1
Xianggelila County,0.01,2,14.65,70.83,48348.12287,Yunnan,2012,0.01,1
Luoping County,0.19,1,61.07,115.56,18922.5479,Yunnan,2012,0.19,1
Guangnan County,0.17,2,85.36,63.26,7410.965323,Yunnan,2012,0.12,1
Binchuan County,0.12,2,35.8,69.83,19505.58659,Yunnan,2012,0.1,1
Nanjian Yi Autonomous County,0.05,1,22.7,33.76,14872.2467,Yunnan,2012,0.04,1
Eryuan County,0.06,1,29.16,37.73,12938.95748,Yunnan,2012,0.06,1
Qiubei County,0.09,4,52.67,40.71,7729.257642,Yunnan,2012,0.08,1
Lianghe County,0.05,2,16.77,14.05,8378.056052,Yunnan,2012,0.04,1
Fumin County,0.06,6,14.98,42.32,28251.00134,Yunnan,2012,0.04,1
"Menglian Dai, Lahu and Wa Autonomous County",0.02,1,12.79,16.11,12595.77795,Yunnan,2012,0.02,1
Deqin County,0.02,1,6.03,16.44,27263.68159,Yunnan,2012,0.02,1
Fugong County,0.03,2,10.27,7.02,6835.443038,Yunnan,2012,0.03,1
Longling County,0.06,7,29.06,42.81,14731.58981,Yunnan,2012,0.06,1
Changning County,0.1,3,34.88,57.91,16602.63761,Yunnan,2012,0.08,1
Ximeng Wa Autonomous County,0.02,1,9.5,6.46,6800,Yunnan,2012,0.02,1
Yongde County,0.04,3,35.22,35.71,10139.1255,Yunnan,2012,0.05,1
Shizong County,0.09,5,42.13,75.12,17830.52457,Yunnan,2012,0.11,1
Tonghai County,0.12,9,28.33,65.94,23275.67949,Yunnan,2012,0.12,1
Yuanyang County,0.06,3,43.53,28.35,6512.749828,Yunnan,2012,0.06,1
Yimen County,0.1,7,16.75,44.29,26441.79104,Yunnan,2012,0.09,1
Chengjiang County,0.04,5,14.15,51.13,36134.27562,Yunnan,2012,0.04,1
Jinghong City,0.34,6,40.88,124.91,30555.28376,Yunnan,2012,0.32,1
Simao District,0.26,7,22.27,77.16,34647.50786,Yunnan,2012,0.22,1
Luquan Yi and Miao Autonomous County,0.18,8,47.37,49.74,10500.31666,Yunnan,2012,0.17,1
Cangyuan Wa Autonomous County,0.07,3,17.21,23.94,13910.51714,Yunnan,2012,0.05,1
Yangbi Yi Autonomous County,0.04,2,10.57,14.99,14181.64617,Yunnan,2012,0.04,1
Jiancheng Hani and Yi Autonomous County,0.03,1,11.38,20.09,17653.77856,Yunnan,2012,0.03,1
Huaning County,0.07,5,21.1,47.04,22293.83886,Yunnan,2012,0.07,1
Pingbian Miao Autonomous County,0.03,5,15.63,16.95,10844.52975,Yunnan,2012,0.03,1
"Shuangjiang Lahu, Wa, Bulang and Dai Autonomous County",0.05,3,17.15,24.41,14233.23615,Yunnan,2012,0.03,1
Shiping County,0.15,8,31,38.76,12503.22581,Yunnan,2012,0.14,1
Menghai County,0.09,5,32.32,58.78,18186.88119,Yunnan,2012,0.09,1
Lvchun County,0.07,1,23.32,17.75,7611.492281,Yunnan,2012,0.07,1
Longchuan County,0.07,4,18.46,27.02,14637.05309,Yunnan,2012,0.07,1
Ruili City,0.09,3,12.85,39.64,30848.24903,Yunnan,2012,0.08,1
"Zhenyuan Yi, Hani and Lahu Autonomous County",0.04,9,21.28,28.99,13623.1203,Yunnan,2012,0.03,1
Yuanmou County,0.09,7,21.44,30.76,14347.01493,Yunnan,2012,0.09,1
Weishan Yi and Hui Autonomous County,0.07,3,31.67,37.38,11802.96811,Yunnan,2012,0.07,1
Yongren County,0.04,7,10.57,17.65,16698.20246,Yunnan,2012,0.04,1
Zhanyi County,0.09,9,42.77,132.16,30900.16367,Yunnan,2012,0.09,1
Zhenkang County,0.07,2,17.76,28.81,16221.84685,Yunnan,2012,0.06,1
Ludian County,0.09,4,43.5,37.86,8703.448276,Yunnan,2012,0.08,1
Eshan Yi Autonomous County,0.07,5,15.21,43.94,28888.88889,Yunnan,2012,0.07,1
Yong Sheng County,0.08,3,39.29,44.78,11397.30211,Yunnan,2012,0.08,1
Gongshan Dulong and Nu Autonomous County,0.02,3,3.59,5.32,14818.9415,Yunnan,2012,0.01,1
Hekou Yao Autonomous County,0.08,1,9.07,26.09,28765.15987,Yunnan,2012,0.07,1
Shuifu County,0.05,1,10.32,37.37,36211.24031,Yunnan,2012,0.02,1
Nanhua County,0.08,10,23.98,31.87,13290.24187,Yunnan,2012,0.07,1
Yulong Naxi Autonomous County,0.06,3,21.78,33.36,15316.80441,Yunnan,2012,0.06,1
Gengma Dai and Wa Autonomous County,0.09,3,28.68,54.24,18912.13389,Yunnan,2012,0.07,1
Chenggong County,0.05,8,19.29,107.22,55583.20373,Yunnan,2012,0.05,1
Ninglang Yi Autonomous County,0.07,8,26.86,22.45,8358.153388,Yunnan,2012,0.06,1
Yun County,0.11,6,44.7,71.34,15959.73154,Yunnan,2012,0.06,1
Mengzi County,0.2,10,38.19,102.85,26931.1338,Yunnan,2012,0.2,1
"Yuanjiang Hani, Yi and Dai Autonomous County",0.05,10,20.57,43.14,20972.28974,Yunnan,2012,0.05,1
Jinning County,0.08,6,27.87,84.52,30326.51597,Yunnan,2012,0.08,1
Lushui County,0.1,1,17.72,26.15,14757.33634,Yunnan,2012,0.08,1
Yiliang County,0.11,4,59,46.13,7818.644068,Yunnan,2012,0.07,1
Xiangyun County,0.16,2,47.42,93.15,19643.61029,Yunnan,2012,0.15,1
Xinping Yi and Dai Autonomous County,0.08,12,27.4,84.82,30956.20438,Yunnan,2012,0.09,1
Mouding County,0.07,9,20.26,31.15,15375.1234,Yunnan,2012,0.07,1
Ning'er Hani and Yi Autonomous County,0.07,9,19.45,31.87,16385.60411,Yunnan,2012,0.05,1
Mile County,0.22,10,52.78,201.05,38092.08033,Yunnan,2012,0.21,1
Shilin Yi Autonomous County,0.09,7,24.42,56.81,23263.71826,Yunnan,2012,0.09,1
Shidian County,0.05,3,34.2,34.01,9944.444444,Yunnan,2012,0.04,1
"Jinping Miao, Yao and Dai Autonomous County",0.06,3,38.46,27.88,7249.089964,Yunnan,2012,0.06,1
Jinggu Dai and Yi Autonomous County,0.07,7,31.73,61.5,19382.28806,Yunnan,2012,0.07,1
Heqing County,0.07,4,27.61,41.65,15085.11409,Yunnan,2012,0.07,1
Wenshan County,0.22,8,47.72,140.64,29471.91953,Yunnan,2012,0.22,1
Yaoan County,0.07,10,20.8,29.37,14120.19231,Yunnan,2012,0.06,1
Shuangbai County,0.04,9,15.36,20.02,13033.85417,Yunnan,2012,0.04,1
Yingjiang County,0.08,5,29.21,57.43,19661.07497,Yunnan,2012,0.08,1
Huaping County,0.07,8,15.94,38.37,24071.51819,Yunnan,2012,0.07,1
Xuanwei City,0.49,9,150.87,205.96,13651.48804,Yunnan,2012,0.37,1
Funing County,0.05,6,43.79,49.74,11358.75771,Yunnan,2012,0.05,1
Dali City,0.59,6,60.99,255.17,41838.00623,Yunnan,2012,0.48,1
Qiaojia County,0.11,5,58.82,41.3,7021.421285,Yunnan,2012,0.06,1
Midu County,0.08,5,32.86,34.39,10465.61169,Yunnan,2012,0.06,1
Xundian Hui and Yi Autonomous County,0.21,1,54.38,56.95,10472.60022,Yunnan,2012,0.14,1
Mojiang Hani Autonomous County,0.09,4,37.1,34.56,9315.363881,Yunnan,2012,0.08,1
Anning City,0.27,4,26.76,213.1,79633.78176,Yunnan,2012,0.28,1
Linxiang District,0.22,6,31.78,55.84,17570.79924,Yunnan,2012,0.19,1
Luxi County,0.09,8,41.86,53.19,12706.64118,Yunnan,2012,0.08,1
Jianshui County,0.19,7,53.03,89.64,16903.63945,Yunnan,2012,0.24,1
Weixin County,0.11,7,42.21,29.38,6960.435916,Yunnan,2012,0.06,1
Jiangchuan County,0.07,12,27.58,48.69,17654.09717,Yunnan,2012,0.07,1
Luliang County,0.17,10,67.18,131.86,19627.86544,Yunnan,2012,0.17,1
Yiliang County,0.17,5,45.28,132.16,29187.27915,Yunnan,2012,0.15,1
Suijiang County,0.03,6,16.65,17.77,10672.67267,Yunnan,2012,0.04,1
Chuxiong City,0.46,16,51.3,220.89,43058.47953,Yunnan,2012,0.44,1
Lancang Lahu Autonomous County,0.09,14,49.69,39.67,7983.497686,Yunnan,2012,0.08,1
Malong County,0.07,6,20.64,31.72,15368.21705,Yunnan,2012,0.06,1
Luxi City,0.19,5,37.19,63.8,17155.14923,Yunnan,2012,0.19,1
Kaiyuan City,0.45,7,28.13,124.41,44226.80412,Yunnan,2012,0.37,1
Jingdong Yi Autonomous County,0.09,5,36.55,43.38,11868.67305,Yunnan,2012,0.07,1
Honghe County,0.06,7,32.66,19.94,6105.327618,Yunnan,2012,0.06,1
Daguan County,0.06,2,28.32,18.23,6437.146893,Yunnan,2012,0.03,1
Dayao County,0.08,13,28.17,40.87,14508.34221,Yunnan,2012,0.07,1
Songming County,0.14,3,29.77,65.82,22109.50621,Yunnan,2012,0.13,1
Tengchong County,0.21,13,66.32,105.05,15839.86731,Yunnan,2012,0.2,1
Lufeng County,0.15,15,42.37,115.36,27226.81142,Yunnan,2012,0.14,1
Huize County,0.23,23,101.92,130.98,12851.25589,Yunnan,2012,0.23,1
Zhenxiong County,0.24,10,154.14,82.4,5345.789542,Yunnan,2012,0.2,1
Wuding County,0.12,12,27.43,35.2,12832.66497,Yunnan,2012,0.09,1
Yanjin County,0.09,4,38.72,31.79,8210.227273,Yunnan,2012,0.06,1
Gejiu City,0.31,16,39.29,167.53,42639.34843,Yunnan,2012,0.31,1
Zhaoyang District,0.4,7,85.27,170.44,19988.27255,Yunnan,2012,0.13,1
Xichou County,0.05,,25.85,19.24,7442.940039,Yunnan,2012,0.05,1
Jianchuan County,0.04,,17.99,19.77,10989.43858,Yunnan,2012,0.04,1
Malipo County,0.09,,28.96,36.6,12638.12155,Yunnan,2012,0.09,1
Yongping County,0.06,1,18.37,25.73,14006.53239,Yunnan,2012,0.07,1
Yanshan County,0.12,,49.2,75.18,15280.4878,Yunnan,2012,0.11,1
Yunlong County,0.05,,20.73,38.02,18340.56922,Yunnan,2012,0.05,1
Chengkou County,0.08,36,24.95,40.75,16332.66533,Chongqing,2012,0.08,0
Youyang Tujia and Miao Autonomous County,0.19,23,84.48,89.29,10569.36553,Chongqing,2012,0.17,0
Changshou District,0.32,28,90.63,336.41,37119.0555,Chongqing,2012,0.28,0
Liangping County,0.25,32,92.37,156.65,16958.96936,Chongqing,2012,0.2,0
Nanchuan District,0.26,36,68.17,176.18,25844.213,Chongqing,2012,0.24,0
Shizhu Tujia Autonomous County,0.19,30,54.69,93.1,17023.2218,Chongqing,2012,0.17,0
Qijiang County,0.43,41,121,286.67,23691.73554,Chongqing,2012,0.41,0
Wulong County,0.13,26,41.31,98.4,23819.89833,Chongqing,2012,0.13,0
Fengdu County,0.23,29,83.62,111.08,13283.90337,Chongqing,2012,0.22,0
Dianjiang County,0.27,25,96.74,168.83,17451.93302,Chongqing,2012,0.29,0
Wushan County,0.13,26,64.15,70.35,10966.4848,Chongqing,2012,0.12,0
Wuxi County,0.11,56,54.16,53.11,9806.129985,Chongqing,2012,0.09,0
Xiushan Tujia and Miao Autonomous County,0.16,59,65.54,106.08,16185.53555,Chongqing,2012,0.15,0
Tongnan County,0.17,95,94.65,162.75,17194.92868,Chongqing,2012,0.17,0
Pengshui Miao and Tujia Autonomous County,0.16,69,69.08,85.78,12417.48697,Chongqing,2012,0.13,0
Bishan County,0.22,33,63.55,252.88,39792.28954,Chongqing,2012,0.17,0
Dazu County,0.37,97,104,246.71,23722.11538,Chongqing,2012,0.31,0
Yongchuan District,0.55,26,112.97,402.68,35644.86147,Chongqing,2012,0.44,0
Zhong County,0.26,52,100.67,156.8,15575.64319,Chongqing,2012,0.16,0
Tongliang County,0.28,77,83.78,226.15,26993.31583,Chongqing,2012,0.23,0
Yunyang County,0.31,63,134.46,126.63,9417.670683,Chongqing,2012,0.46,0
Rongchang County,0.28,101,83.82,229.81,27417.08423,Chongqing,2012,0.23,0
Fengjie County,0.28,33,106.74,144.57,13544.12591,Chongqing,2012,0.25,0
Kai County,0.44,60,165.56,229.55,13865.06403,Chongqing,2012,0.4,0
Hechuan District,0.33,54,156.03,347.54,22273.92168,Chongqing,2012,0.33,0
Jiangjin District,0.52,59,150.26,426,28350.85851,Chongqing,2012,0.49,0
Haixing County,0.05,7,23.74,30.64,12906.48694,Hebei,2012,0.05,0
Laiyuan County,0.07,1,28.34,60.94,21503.17572,Hebei,2012,0.07,0
Mengcun Hui Autonomous County,0.05,6,22.11,74.4,33649.93216,Hebei,2012,0.05,0
Mancheng County,0.14,2,39.6,81.75,20643.93939,Hebei,2012,0.13,0
Dingzhou City,0.21,2,122.11,239.7,19629.84195,Hebei,2012,0.19,0
Dachang Hui Autonomous County,0.04,1,12.36,69.37,56124.59547,Hebei,2012,0.04,0
Wuqiao County,0.1,4,28.73,61.22,21308.73651,Hebei,2012,0.1,0
Yi County,0.16,2,57.37,82.75,14423.91494,Hebei,2012,0.13,0
Yanshan County,0.11,3,46.54,108.5,23313.2789,Hebei,2012,0.1,0
Gaoyi County,0.05,2,19.34,63.02,32585.31541,Hebei,2012,0.05,0
Qing County,0.1,2,41.91,145,34597.94798,Hebei,2012,0.1,0
Jize County,0.06,7,30.41,76.87,25277.86912,Hebei,2012,0.07,0
Handan County,0.13,3,43.38,203.98,47021.66897,Hebei,2012,0.13,0
Nanpi County,0.12,2,38.49,75.5,19615.48454,Hebei,2012,0.11,0
Zhuozhou City,0.23,1,65.04,207.53,31908.05658,Hebei,2012,0.23,0
Wangdu County,0.07,2,26.98,47.78,17709.41438,Hebei,2012,0.06,0
Anguo City,0.08,1,41.34,92.69,22421.38365,Hebei,2012,0.08,0
Wei County,0.09,6,49.79,93.48,18774.85439,Hebei,2012,0.09,0
Gucheng County,0.15,3,51.5,84.4,16388.34951,Hebei,2012,0.13,0
Gaobeidian City,0.13,3,61.96,117.64,18986.44287,Hebei,2012,0.12,0
Cang County,0.13,19,70.01,201.56,28790.17283,Hebei,2012,0.13,0
Tang County,0.16,1,59,61.15,10364.40678,Hebei,2012,0.14,0
Dingxing County,0.09,1,58.91,85.84,14571.38007,Hebei,2012,0.08,0
Xushui County,0.13,1,59.73,139.48,23351.74954,Hebei,2012,0.13,0
Shenze County,0.07,7,25.88,76.08,29397.21793,Hebei,2012,0.06,0
Changli County,0.21,4,56.2,175.02,31142.34875,Hebei,2012,0.2,0
Yongnian County,0.22,8,105.29,249.97,23741.09602,Hebei,2012,0.2,0
Dongguang County,0.11,9,37.27,120.01,32200.16099,Hebei,2012,0.11,0
Lincheng County,0.07,4,21.26,57.05,26834.43086,Hebei,2012,0.06,0
Qinglong Manchu Autonomous County,0.15,2,55.66,112.76,20258.71362,Hebei,2012,0.14,0
Xianghe County,0.14,3,33.14,130.32,39324.07966,Hebei,2012,0.15,0
Fuping County,0.05,1,22.44,27.73,12357.3975,Hebei,2012,0.05,0
She County,0.15,6,40.97,248.46,60644.37393,Hebei,2012,0.14,0
Botou City,0.1,2,61.21,160.1,26155.85689,Hebei,2012,0.1,0
Xinhe County,0.06,2,17.37,22.3,12838.22683,Hebei,2012,0.06,0
Laishui County,0.07,1,35.3,43.87,12427.76204,Hebei,2012,0.06,0
Wuqiang County,0.05,3,21.93,45.44,20720.47424,Hebei,2012,0.05,0
Sanhe City,0.38,4,58.02,425.13,73273.00931,Hebei,2012,0.37,0
Daming County,0.2,20,90.03,118.06,13113.40664,Hebei,2012,0.17,0
Gaoyang County,0.09,2,34.28,97.06,28313.88565,Hebei,2012,0.08,0
Boye County,0.06,4,27.08,37.82,13966.02659,Hebei,2012,0.05,0
Shunping County,0.09,3,31.61,42.49,13441.94875,Hebei,2012,0.08,0
Xingtang County,0.11,6,45.58,105.08,23053.97104,Hebei,2012,0.1,0
Renqiu City,0.32,4,85.27,543.63,63753.95802,Hebei,2012,0.3,0
Suning County,0.09,1,35.09,120.2,34254.77344,Hebei,2012,0.09,0
Guangzong County,0.06,23,31.57,33.69,10671.5236,Hebei,2012,0.06,0
Luancheng County,0.17,2,33.15,155.35,46862.7451,Hebei,2012,0.18,0
Guyuan County,0.05,4,23.14,31.96,13811.58168,Hebei,2012,0.05,0
Qinghe County,0.12,26,41.27,108.61,26316.93724,Hebei,2012,0.11,0
Wanquan County,0.08,5,22.88,48.31,21114.51049,Hebei,2012,0.07,0
Yuanshi County,0.12,3,43.13,148.31,34386.73777,Hebei,2012,0.11,0
Yongqing County,0.07,9,39.47,73.08,18515.3281,Hebei,2012,0.06,0
Ren County,0.08,18,35.97,33.78,9391.159299,Hebei,2012,0.08,0
Lulong County,0.11,2,42.34,93.97,22194.14265,Hebei,2012,0.1,0
Raoyang County,0.1,3,29.02,44.89,15468.64232,Hebei,2012,0.09,0
Quyang County,0.17,1,62.13,57.43,9243.521648,Hebei,2012,0.17,0
Shangyi County,0.06,5,19.44,28.7,14763.37449,Hebei,2012,0.05,0
Quzhou County,0.09,11,46.89,104.12,22205.16102,Hebei,2012,0.06,0
Dacheng County,0.12,4,49.8,93.07,18688.75502,Hebei,2012,0.12,0
Rongcheng County,0.09,1,26.98,53.3,19755.37435,Hebei,2012,0.11,0
Huaian County,0.05,4,24.74,57.63,23294.26031,Hebei,2012,0.05,0
Huanghua City,0.26,11,55.22,234.02,42379.57262,Hebei,2012,0.24,0
Xinglong County,0.13,10,32.8,82.41,25125,Hebei,2012,0.11,0
Qingyuan County,0.09,5,66.77,104.35,15628.27617,Hebei,2012,0.08,0
Chongli County,0.03,2,12.55,33.89,27003.98406,Hebei,2012,0.04,0
Kangbao County,0.04,5,27.87,37.62,13498.38536,Hebei,2012,0.04,0
Gu'an County,0.07,8,45.01,93.63,20802.04399,Hebei,2012,0.07,0
Anping County,0.1,3,33.05,89.15,26974.28139,Hebei,2012,0.1,0
Xuanhua County,0.1,4,30.8,72.03,23386.36364,Hebei,2012,0.09,0
Zanhuang County,0.08,5,26.6,77.36,29082.70677,Hebei,2012,0.06,0
Hejian City,0.16,5,82.95,230.13,27743.21881,Hebei,2012,0.16,0
Zhao County,0.16,4,59.57,175.68,29491.35471,Hebei,2012,0.16,0
Baixiang County,0.04,31,19.97,25.01,12523.78568,Hebei,2012,0.04,0
Wuji County,0.1,6,52.09,140.1,26895.75734,Hebei,2012,0.08,0
Huailai County,0.12,7,35.66,112.11,31438.58665,Hebei,2012,0.11,0
Li County,0.08,9,53.49,77.85,14554.12227,Hebei,2012,0.07,0
Xiong County,0.08,8,38.38,75.96,19791.5581,Hebei,2012,0.07,0
Nangong City,0.09,15,48,78.76,16408.33333,Hebei,2012,0.1,0
Neiqiu County,0.1,12,28.04,83.46,29764.62197,Hebei,2012,0.09,0
Wen'an County,0.13,4,50.63,147.27,29087.49753,Hebei,2012,0.13,0
Linzhang County,0.1,4,70.63,100.43,14219.17032,Hebei,2012,0.08,0
Funing County,0.13,1,49.59,149.18,30082.67796,Hebei,2012,0.13,0
Cheng'an County,0.08,9,43.8,120.05,27408.6758,Hebei,2012,0.07,0
Xian County,0.14,3,62.29,144.22,23152.99406,Hebei,2012,0.14,0
Qiu County,0.06,3,24.65,61.58,24981.74442,Hebei,2012,0.05,0
Zaoqiang County,0.07,4,40.19,77.38,19253.54566,Hebei,2012,0.07,0
Guantao County,0.12,4,34.61,82.18,23744.58249,Hebei,2012,0.18,0
Guangping County,0.07,8,28.91,73.12,25292.28641,Hebei,2012,0.06,0
Wei County,0.2,16,60.7,49.03,8077.429984,Hebei,2012,0.2,0
Shenzhou City,0.12,4,57.05,119.56,20957.05521,Hebei,2012,0.12,0
Yangyuan County,0.06,4,27.91,50.99,18269.43748,Hebei,2012,0.06,0
Jinzhou City,0.1,7,54.79,200.93,36672.7505,Hebei,2012,0.09,0
Lingshou County,0.08,6,33.86,78.77,23263.43768,Hebei,2012,0.08,0
Kuancheng Manchu Autonomous County,0.12,4,25.21,204.33,81051.17017,Hebei,2012,0.08,0
Jingxing County,0.11,6,33.04,130.08,39370.46005,Hebei,2012,0.11,0
Qianxi County,0.15,7,38.91,390.02,100236.4431,Hebei,2012,0.15,0
Feixiang County,0.1,8,38.11,73,19155.07741,Hebei,2012,0.09,0
Wuyi County,0.07,3,32.93,71.1,21591.25418,Hebei,2012,0.07,0
Chicheng County,0.08,4,29.81,64.95,21787.99061,Hebei,2012,0.07,0
Linxi County,0.11,10,37.95,50.24,13238.47167,Hebei,2012,0.11,0
Xinji City,0.16,12,63.05,341.58,54176.05075,Hebei,2012,0.15,0
Jing County,0.13,8,54.32,120.49,22181.51694,Hebei,2012,0.12,0
Zhangbei County,0.14,18,38.6,66.83,17313.4715,Hebei,2012,0.12,0
Chengde County,0.15,2,42.14,105.21,24966.77741,Hebei,2012,0.13,0
Wu'an City,0.25,23,80.04,580.44,72518.74063,Hebei,2012,0.24,0
Xinle City,0.17,5,50.44,156.08,30943.69548,Hebei,2012,0.15,0
Yutian County,0.25,6,68.44,308.3,45046.75628,Hebei,2012,0.26,0
Jizhou City,0.1,2,36.67,79.28,21619.85274,Hebei,2012,0.08,0
Bazhou City,0.18,9,63.09,320.44,50790.93359,Hebei,2012,0.17,0
Zhuolu County,0.09,9,35.21,71.2,20221.52798,Hebei,2012,0.08,0
Fucheng County,0.06,4,35.3,53.77,15232.29462,Hebei,2012,0.05,0
Ningjin County,0.13,72,80.47,154,19137.5668,Hebei,2012,0.11,0
Xingtai County,0.16,21,33.96,123.4,36336.8669,Hebei,2012,0.15,0
Pingxiang County,0.1,80,33.72,37.08,10996.44128,Hebei,2012,0.1,0
Zunhua City,0.23,7,74.04,519.82,70207.99568,Hebei,2012,0.23,0
Weichang Manchu and Mongolia Autonomous County,0.16,19,53.59,79.58,14849.78541,Hebei,2012,0.12,0
Zhengding County,0.16,15,48.2,219.48,45535.26971,Hebei,2012,0.16,0
Luquan City,0.13,5,39.74,290.01,72976.84952,Hebei,2012,0.12,0
Ci County,0.17,70,69.57,225.15,32363.08754,Hebei,2012,0.14,0
Longrao County,0.11,113,53.2,89.72,16864.66165,Hebei,2012,0.09,0
Luannan County,0.18,5,57.08,300.18,52589.34828,Hebei,2012,0.14,0
Shahe City,0.11,19,42.31,204.72,48385.72442,Hebei,2012,0.11,0
Nanhe County,0.06,108,36.24,36.05,9947.571744,Hebei,2012,0.06,0
Pingshan County,0.13,13,49.08,205.23,41815.40342,Hebei,2012,0.1,0
Fengning Manchu Autonomous County,0.14,5,40.23,78.91,19614.71539,Hebei,2012,0.12,0
Luan County,0.17,10,55.68,360.93,64822.19828,Hebei,2012,0.17,0
Pingquan County,0.14,5,47.74,122.29,25615.83578,Hebei,2012,0.13,0
Julu County,0.12,189,40.45,45.51,11250.92707,Hebei,2012,0.1,0
Gaocheng City,0.19,13,80.67,475.32,58921.53217,Hebei,2012,0.16,0
Longhua County,0.11,16,44.27,98.23,22188.8412,Hebei,2012,0.11,0
Leting County,0.14,3,49.3,289.65,58752.5355,Hebei,2012,0.12,0
Wei County,0.21,7,97.65,120.13,12302.09933,Hebei,2012,0.2,0
Qian'an City,0.33,15,73.64,900.92,122341.119,Hebei,2012,0.32,0
Luanping County,0.1,16,32.14,122.6,38145.61294,Hebei,2012,0.1,0
Anxin County,0.07,,44.91,69.22,15413.04832,Hebei,2012,0.07,0
Fuyuan County,0.01,1,8.72,47.24,54174.31193,Heilongjing,2012,0.01,0
Jiayin County,0.03,2,7.38,24.71,33482.38482,Heilongjing,2012,0.03,0
Tahe County,0.05,1,9.26,23.42,25291.57667,Heilongjing,2012,0.05,0
Suifenhe City,0.06,1,6.82,111.32,163225.8065,Heilongjing,2012,0.03,0
Huma County,0.03,3,33.29,16.19,4863.322319,Heilongjing,2012,0.03,0
Luobei County,0.03,1,22.36,85.15,38081.39535,Heilongjing,2012,0.03,0
Raohe County,0.02,1,14.38,44.74,31112.65647,Heilongjing,2012,0.02,0
Mohe County,0.04,1,8.58,40.4,47086.24709,Heilongjing,2012,0.04,0
Keshan County,0.09,6,49.12,59.43,12098.94137,Heilongjing,2012,0.1,0
Suibin County,0.03,2,18.86,54.26,28769.88335,Heilongjing,2012,0.03,0
Beian City,0.22,3,46.38,64.44,13893.91979,Heilongjing,2012,0.2,0
Fuyu County,0.15,4,29.25,54.67,18690.59829,Heilongjing,2012,0.15,0
Kedong County,0.05,2,29.59,29.67,10027.03616,Heilongjing,2012,0.05,0
Huachuan County,0.04,10,21.96,40.02,18224.04372,Heilongjing,2012,0.04,0
Duerbote Mongolia Autonomous County,0.04,4,25.22,96.64,38318.79461,Heilongjing,2012,0.04,0
Yilan County,0.08,2,40.68,120.07,29515.73255,Heilongjing,2012,0.08,0
Baoqing County,0.1,3,42.05,179.21,42618.31153,Heilongjing,2012,0.1,0
Shangzhi City,0.21,21,61.96,219.84,35480.95546,Heilongjing,2012,0.15,0
Jixian County,0.1,14,31.78,119.99,37756.4506,Heilongjing,2012,0.1,0
Boli County,0.06,3,35.29,67.61,19158.40181,Heilongjing,2012,0.06,0
Wudalianchi City,0.15,3,36.3,45.3,12479.33884,Heilongjing,2012,0.14,0
Hailin City,0.14,4,40.16,151.91,37826.19522,Heilongjing,2012,0.14,0
Dongning County,0.06,2,21.01,134.92,64217.0395,Heilongjing,2012,0.05,0
Lindian County,0.05,5,26.9,55.6,20669.14498,Heilongjing,2012,0.04,0
Qing'an County,0.08,5,40.44,58.15,14379.3274,Heilongjing,2012,0.08,0
